name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.applications\` has a foreign key \`applications_candidate_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""applications"",""type"":""table"",""schema"":""public"",""fkey_name"":""applications_candidate_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_applications_applications_candidate_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.candidate_notes\` has a foreign key \`candidate_notes_author_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""candidate_notes"",""type"":""table"",""schema"":""public"",""fkey_name"":""candidate_notes_author_id_fkey"",""fkey_columns"":[4]}",unindexed_foreign_keys_public_candidate_notes_candidate_notes_author_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.candidate_notes\` has a foreign key \`candidate_notes_job_candidate_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""candidate_notes"",""type"":""table"",""schema"":""public"",""fkey_name"":""candidate_notes_job_candidate_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_candidate_notes_candidate_notes_job_candidate_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.candidate_notes\` has a foreign key \`candidate_notes_org_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""candidate_notes"",""type"":""table"",""schema"":""public"",""fkey_name"":""candidate_notes_org_id_fkey"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_candidate_notes_candidate_notes_org_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.candidates\` has a foreign key \`candidates_created_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""candidates"",""type"":""table"",""schema"":""public"",""fkey_name"":""candidates_created_by_fkey"",""fkey_columns"":[8]}",unindexed_foreign_keys_public_candidates_candidates_created_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.clients\` has a foreign key \`clients_created_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""clients"",""type"":""table"",""schema"":""public"",""fkey_name"":""clients_created_by_fkey"",""fkey_columns"":[11]}",unindexed_foreign_keys_public_clients_clients_created_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.interviews\` has a foreign key \`interviews_interviewer_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""interviews"",""type"":""table"",""schema"":""public"",""fkey_name"":""interviews_interviewer_id_fkey"",""fkey_columns"":[10]}",unindexed_foreign_keys_public_interviews_interviews_interviewer_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.interviews\` has a foreign key \`interviews_job_candidate_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""interviews"",""type"":""table"",""schema"":""public"",""fkey_name"":""interviews_job_candidate_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_interviews_interviews_job_candidate_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.interviews\` has a foreign key \`interviews_org_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""interviews"",""type"":""table"",""schema"":""public"",""fkey_name"":""interviews_org_id_fkey"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_interviews_interviews_org_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.job_candidate\` has a foreign key \`job_candidate_application_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""job_candidate"",""type"":""table"",""schema"":""public"",""fkey_name"":""job_candidate_application_id_fkey"",""fkey_columns"":[5]}",unindexed_foreign_keys_public_job_candidate_job_candidate_application_id_fkey
