id,job_id,title,position,org_id
c2ce0a29-7fdf-4ca4-acbd-1784330ad661,e9d1f4b8-144a-4b44-9863-33d934b237f2,Applied,0,64eea1fa-1993-4966-bbd8-3d5109957c20
e06e2b38-1b81-4ee4-9306-68d662e15354,e9d1f4b8-144a-4b44-9863-33d934b237f2,Screen,1,64eea1fa-1993-4966-bbd8-3d5109957c20
4a9561fe-960b-41cd-87d8-6eb70623f429,e9d1f4b8-144a-4b44-9863-33d934b237f2,Interview,2,64eea1fa-1993-4966-bbd8-3d5109957c20
4b7a8863-c98a-414c-9ea2-79f933ba5e98,e9d1f4b8-144a-4b44-9863-33d934b237f2,Offer,3,64eea1fa-1993-4966-bbd8-3d5109957c20
288b994b-cef1-4a43-80ec-ef36a06cdba3,e9d1f4b8-144a-4b44-9863-33d934b237f2,Hired,4,64eea1fa-1993-4966-bbd8-3d5109957c20
