name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.applications\` has multiple permissive policies for role \`anon\` for action \`INSERT\`. Policies include \`{""Public can create applications"",""Users can create applications""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""applications"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_applications_anon_INSERT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.applications\` has multiple permissive policies for role \`authenticated\` for action \`INSERT\`. Policies include \`{""Public can create applications"",""Users can create applications""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""applications"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_applications_authenticated_INSERT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.applications\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{""Users can view applications for their jobs"",""Users can view applications for their organization jobs""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""applications"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_applications_authenticated_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.applications\` has multiple permissive policies for role \`authenticator\` for action \`INSERT\`. Policies include \`{""Public can create applications"",""Users can create applications""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""applications"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_applications_authenticator_INSERT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.applications\` has multiple permissive policies for role \`dashboard_user\` for action \`INSERT\`. Policies include \`{""Public can create applications"",""Users can create applications""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""applications"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_applications_dashboard_user_INSERT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.beta_applications\` has multiple permissive policies for role \`anon\` for action \`INSERT\`. Policies include \`{""Anyone can insert beta applications"",""Anyone can submit beta applications""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""beta_applications"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_beta_applications_anon_INSERT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.beta_applications\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{""Platform admins can view beta applications"",""Users can view own beta applications""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""beta_applications"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_beta_applications_anon_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.beta_applications\` has multiple permissive policies for role \`anon\` for action \`UPDATE\`. Policies include \`{""Organization owners can update beta applications"",""Platform admins can update beta applications""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""beta_applications"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_beta_applications_anon_UPDATE
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.beta_applications\` has multiple permissive policies for role \`authenticated\` for action \`INSERT\`. Policies include \`{""Anyone can insert beta applications"",""Anyone can submit beta applications""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""beta_applications"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_beta_applications_authenticated_INSERT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.beta_applications\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{""Platform admins can view beta applications"",""Users can view own beta applications""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""beta_applications"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_beta_applications_authenticated_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.beta_applications\` has multiple permissive policies for role \`authenticated\` for action \`UPDATE\`. Policies include \`{""Organization owners can update beta applications"",""Platform admins can update beta applications""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""beta_applications"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_beta_applications_authenticated_UPDATE
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.beta_applications\` has multiple permissive policies for role \`authenticator\` for action \`INSERT\`. Policies include \`{""Anyone can insert beta applications"",""Anyone can submit beta applications""}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""beta_applications"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_beta_applications_authenticator_INSERT
