name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.candidates\` has a foreign key \`candidates_created_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""candidates"",""type"":""table"",""schema"":""public"",""fkey_name"":""candidates_created_by_fkey"",""fkey_columns"":[8]}",unindexed_foreign_keys_public_candidates_candidates_created_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.clients\` has a foreign key \`clients_created_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""clients"",""type"":""table"",""schema"":""public"",""fkey_name"":""clients_created_by_fkey"",""fkey_columns"":[11]}",unindexed_foreign_keys_public_clients_clients_created_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.email_events\` has a foreign key \`email_events_template_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""email_events"",""type"":""table"",""schema"":""public"",""fkey_name"":""email_events_template_id_fkey"",""fkey_columns"":[7]}",unindexed_foreign_keys_public_email_events_email_events_template_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.interviews\` has a foreign key \`interviews_interviewer_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""interviews"",""type"":""table"",""schema"":""public"",""fkey_name"":""interviews_interviewer_id_fkey"",""fkey_columns"":[10]}",unindexed_foreign_keys_public_interviews_interviews_interviewer_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.job_candidate\` has a foreign key \`fk_job_candidate_pipeline_col\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""job_candidate"",""type"":""table"",""schema"":""public"",""fkey_name"":""fk_job_candidate_pipeline_col"",""fkey_columns"":[12]}",unindexed_foreign_keys_public_job_candidate_fk_job_candidate_pipeline_col
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.job_candidate\` has a foreign key \`job_candidate_application_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""job_candidate"",""type"":""table"",""schema"":""public"",""fkey_name"":""job_candidate_application_id_fkey"",""fkey_columns"":[5]}",unindexed_foreign_keys_public_job_candidate_job_candidate_application_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.job_candidate\` has a foreign key \`job_candidate_assigned_to_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""job_candidate"",""type"":""table"",""schema"":""public"",""fkey_name"":""job_candidate_assigned_to_fkey"",""fkey_columns"":[8]}",unindexed_foreign_keys_public_job_candidate_job_candidate_assigned_to_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.job_candidate\` has a foreign key \`job_candidate_pipeline_column_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""job_candidate"",""type"":""table"",""schema"":""public"",""fkey_name"":""job_candidate_pipeline_column_id_fkey"",""fkey_columns"":[12]}",unindexed_foreign_keys_public_job_candidate_job_candidate_pipeline_column_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.jobs\` has a foreign key \`jobs_assigned_to_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""jobs"",""type"":""table"",""schema"":""public"",""fkey_name"":""jobs_assigned_to_fkey"",""fkey_columns"":[11]}",unindexed_foreign_keys_public_jobs_jobs_assigned_to_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.jobs\` has a foreign key \`jobs_created_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""jobs"",""type"":""table"",""schema"":""public"",""fkey_name"":""jobs_created_by_fkey"",""fkey_columns"":[12]}",unindexed_foreign_keys_public_jobs_jobs_created_by_fkey
